"CMMS_ASSET_ID","STREET_NAME","STREET_NUMBER","PI_TAG"
"LS-002012","SANDUSKY AVE S","8808","WWL:EAST:SAN8808"
"LS-000396","BISHOP HATCHER DR S","5738","WWL:NORTH:BIS5738"
"LS-002380","WALCOTT AVE","5004","WWL:NORTH:WAL5004"
"LS-000980","GRAYSON CT","10712","WWL:WEST:GRA10712"
"LS-001800","POWELL PL","1888","WWL:WEST:POW1888"
"LS-001385","MALLORY ST","1896","WWL:WEST:MAL1896"
"LS-001063","HICKORY CREEK BLVD","12620","WWL:EAST:HIC12620"
"LS-000885","FLINTLOCK CT","1661","WWL:EAST:FLI1661"
"LS-001607","NORWOOD AVE","6947","WWL:NORTH:NOR6947"
"LS-001444","MERCER CIR S","2200","WWL:SOUTH:MER2200"
"LS-001165","JOSE CIR W","8241","WWL:SOUTH:JOS8241"
"LS-000956","GLEN KERNAN PKWY","12858","WWL:EAST:GLE12858"
"LS-000560","CHELSEA HARBOR DR W","4245","WWL:EAST:CHE4245"
"LS-000542","CENTURION PKWY","7621","WWL:SOUTH:CEN7621"
"LS-002291","TOUCHTON RD E","4740","WWL:SOUTH:TOU4740"
"LS-001787","POINT MEADOWS DR","8032","WWL:SOUTH:POI8032"
"LS-000258","BAYMEADOWS RD E","7823","WWL:SOUTH:BAY7823"
"LS-002243","SUTTON PARK DR N","13825","WWL:EAST:SUT13825"
"LS-002154","ST AUGUSTINE RD","11220","WWL:SOUTH:STA11220"
"LS-000892","FLORIDA MINING BLVD E","9820","WWL:SOUTH:FLO9820"
"LS-000703","DEERFOOT LN N","10353","WWL:SOUTH:DEE10353"
"LS-001630","OLD KINGS RD S","8884","WWL:SOUTH:OLD8884"
"LS-000086","ALEXIS FOREST DR","11551","WWL:SOUTH:ALE11551"
"LS-000564","CHESTER LAKE RD N","8233","WWL:SOUTH:CHE8233"
"LS-001012","HAMPTON LANDING DR S","10526","WWL:SOUTH:HAM10526"
"LS-002258","TAYLOR CREEK DR","5006","WWL:SOUTH:TAY5006"
"LS-000075","AGAVE RD","10150","WWL:EAST:AGA10150"
"LS-000953","GLEN GARDNER DR","2366","WWL:EAST:GLE2366"
"LS-002226","SUMMER TREE RD E","2471","WWL:EAST:SUM2471"
"LS-001464","MINDANAO DR S","11004","WWL:EAST:MIN11004"
"LS-001594","NORMANDY BLVD","9800","WWL:WEST:NOR9800"
"LS-001593","NORMANDY BLVD","9330","WWL:WEST:NOR9330"
"LS-000717","DERRICKSON DR","8998","WWL:WEST:DER8998"
"LS-000857","FALKLAND RD E","1531","WWL:WEST:FAL1531"
"LS-001004","HAMLET GLEN DR","10374","WWL:WEST:HAM10374"
"LS-001454","MERRIMAC AVE","4401","WWL:WEST:MER4401"
"LS-002244","SWAMP FOX RD","5940","WWL:WEST:SWA5940"
"LS-001655","ORTEGA ISLAND DR","4659","WWL:WEST:ORT4659"
"LS-001145","JAMMES RD","5001","WWL:WEST:JAM5001"
"LS-001503","MORVEN RD","4990","WWL:WEST:MOR4990"
"LS-001778","PLUM HOLLOW DR","10613","WWL:WEST:PLU10613"
"LS-000039","103RD ST","9902","WWL:WEST:1039902"
"LS-000034","103RD ST","9380","WWL:WEST:1039380"
"LS-000578","CINNAMON LAKES DR","7445","WWL:WEST:CIN7445"
"LS-000629","CORALBERRY LN","8343","WWL:WEST:COR8343"
"LS-000490","BUCKBEAN BRANCH LN E","1140","WWL:STJOHNS:BUC1140"
"LS-000761","DURBIN CREEK BLVD","500","WWL:STJOHNS:DUR500"
"LS-002408","WESTBERRY HIDEAWAY LN","12561","WWL:SOUTH:WES12561"
"LS-002423","WHISPERING OAKS DR N","6267","WWL:EAST:WHI6267"
"LS-000871","FERBER RD","6551","WWL:EAST:FER6551"
"LS-002315","TUSCONY CIR","6121","WWL:EAST:TUS6121"
"LS-001863","RHONE DR","6801","WWL:NORTH:RHO6801"
"LS-001858","RESTLAWN DR","6451","WWL:NORTH:RES6451"
"LS-000460","BREVE DR","2941","WWL:NORTH:BRE2941"
"LS-001468","MINOSA CT","5423","WWL:NORTH:MIN5423"
"LS-001585","NORMANDY BLVD","7764","WWL:WEST:NOR7764"
"LS-001251","LANE AVE S","1171","WWL:WEST:LAN1171"
"LS-001098","HOLLYBROOK AVE","210","WWL:NORTH:HOL210"
"LS-001650","ORTEGA BLVD","3801","WWL:WEST:ORT3801"
"LS-001753","PHYLLIS ST","2894","WWL:WEST:PHY2894"
"LS-001458","MIKAEL AVE","937","WWL:WEST:MIK937"
"LS-001181","KENSINGTON LAKES DR","12312","WWL:EAST:KEN12312"
"LS-001130","INDIAN SPRINGS DR","2142","WWL:EAST:IND2142"
"LS-001090","HODGES BLVD","2003","WWL:EAST:HOD2003-1"
"LS-001930","RUNNING RIVER RD S","12291","WWL:EAST:RUN12291"
"LS-000788","EBBTIDE CT","13107","WWL:EAST:EBB13107"
"LS-000574","CHRISTOPHER POINT RD W","6511","WWL:SOUTH:CHR6511"
"LS-002096","SOUTHPOINT PKWY","5900","WWL:SOUTH:SOU5900"
"LS-000370","BELFORT OAKS PL","6868","WWL:SOUTH:BEL6868"
"LS-000705","DEERWOOD CLUB RD","10315","WWL:SOUTH:DEE10315"
"LS-002104","SOUTHSIDE BLVD","7133","WWL:SOUTH:SOU7133"
"LS-000347","BEAUCLERC COVE RD","9465","WWL:SOUTH:BEA9465"
"LS-001985","SAN JOSE BLVD","9252","WWL:SOUTH:SAN9252"
"LS-002022","SCOTT MILL DR S","2620","WWL:SOUTH:SCO2620"
"LS-001219","LAKE MANDARIN CIR W","11160","WWL:SOUTH:LAK11160"
"LS-000378","BERGHLEY CT S","4368","WWL:SOUTH:BER4368"
"LS-002269","THOROUGHBRED BLVD","5265","WWL:SOUTH:THO5265"
"LS-001845","RATHBONE DR","4901","WWL:SOUTH:RAT4901"
"LS-002072","SKYLARK DR","11078","WWL:SOUTH:SKY11078"
"LS-001645","OLDFIELD CROSSING DR","4193","WWL:SOUTH:OLD4193"
"LS-000669","CYPRESS LAKES DR","10255","WWL:SOUTH:CYP10255"
"LS-001031","HATTON CHASE LN W","12402","WWL:SOUTH:HAT12402"
"LS-002256","TAR KILN RD","4071","WWL:SOUTH:TAR4071"
"LS-000076","AGAVE RD","10398","WWL:EAST:AGA10398"
"LS-001220","PALMDALE ST","1900","WWL:NORTH:PAL1900"
"LS-002288","TORTOISE WAY","1000","WWL:NORTH:TOR1000"
"LS-000627","COPPER HILL DR","10873","WWL:NORTH:COP10873"
"LS-003354","CORPORATE SQUARE CT","2200","WWL:EAST:COR2200"
"LS-000377","BENTWATER DR","12869","WWL:EAST:BEN12869"
"LS-001482","MONUMENT LANDING BLVD","11238","WWL:EAST:MON11238"
"LS-000694","DECATUR ST","14052","WWL:EAST:DEC14052"
"LS-000657","CROSSWATER BLVD","3810","WWL:EAST:CRO3810"
"LS-002002","SAN PABLO RD S","2197","WWL:EAST:SAN2197"
"LS-002035","SEVEN PINES DR","13842","WWL:EAST:SEV13842"
"LS-000306","BEACH BLVD","3651","WWL:EAST:BEA3651"
"LS-001909","ROLLING RIVER BLVD","11300","WWL:NORTH:ROL11300"
"LS-002062","SIBBALD RD","8555","WWL:NORTH:SIB8555"
"LS-001402","MARCY ST","1030","WWL:NORTH:MAR1030"
"LS-000444","BOULEVARD","1706","WWL:NORTH:BOU1706"
"LS-001157","JESSE B SMITH CT","8694","WWL:WEST:JES8694"
"LS-001163","JOLORU DR","9343","WWL:WEST:JOL9343"
"LS-001849","REDBIRD CREEK DR","1576","WWL:WEST:RED1576"
"LS-001431","MCGIRTS CREEK DR","10516","WWL:WEST:MCG10516"
"LS-000549","CHAFFEE RD S","281","WWL:WEST:CHA281"
"LS-002445","WILSON BLVD","6217","WWL:WEST:WIL6217"
"LS-002444","WILSON BLVD","5937","WWL:WEST:WIL5937"
"LS-001921","ROSSIE LN","4811","WWL:WEST:ROS4811"
"LS-001841","RAMPART RD","7752","WWL:WEST:RAM7752"
"LS-000118","ARGYLE FOREST BLVD","7663","WWL:WEST:ARG7663"
"LS-000140","ARROWROOT DR","6661","WWL:WEST:ARR6661"
"LS-001048","HENDRICKS AVE","3730","WWL:EAST:HEN3730"
"LS-000873","FERNBANK LN","12901","WWL:SOUTH:FER12901"
"LS-000762","DURBIN CREEK BLVD","800","WWL:STJOHNS:DUR800"
"LS-000913","FT CAROLINE HILLS DR","7031","WWL:EAST:FTC7031"
"LS-000006","41ST ST W","1870","WWL:NORTH:41S1870"
"LS-000588","CLEVELAND RD","5520","WWL:NORTH:CLE5520"
"LS-002270","THREE CREEKS BLVD","8430","WWL:WEST:THR8430"
"LS-000558","CHANDLER OAKS DR","1114","WWL:WEST:CHA1114"
"LS-001463","MIMOSA GROVE TRL","7202","WWL:WEST:MIM7202"
"LS-001904","ROCROC LN","2523","WWL:WEST:ROC2523"
"LS-002449","WILSON BLVD","7800","WWL:WEST:WIL7800"
"LS-002360","VALLEY CROSSING DR","1958","WWL:WEST:VAL1958"
"LS-002442","WILLOW BRANCH AVE","1818","WWL:WEST:WIL1818"
"LS-000060","ABESS BLVD","12733","WWL:EAST:ABE12733-1"
"LS-002266","THE WOODS DR","1931","WWL:EAST:THE1931"
"LS-001671","PALMETTO GLADE DR","12928","WWL:EAST:PAL12928"
"LS-002267","THE WOODS DR E","2233","WWL:EAST:THE2233"
"LS-000557","CHANDELIER CIR E","1694","WWL:EAST:CHA1694"
"LS-002427","WILDERLAND DR","1054","WWL:EAST:WIL1054"
"LS-000849","EPPING FOREST WAY N","6623","WWL:SOUTH:EPP6623"
"LS-001907","ROLAC RD","2459","WWL:EAST:ROL2459"
"LS-002354","UNIVERSITY BLVD W","5317","WWL:EAST:UNI5317"
"LS-000622","COMMUNITY OAKS CT","5503","WWL:EAST:COM5503"
"LS-001627","OXFORD FOREST DR","8198","WWL:SOUTH:OXF8198"
"LS-002030","SECRET WOODS TRL","7263","WWL:SOUTH:SEC7263"
"LS-001880","RIDGEGLEN DR","3282","WWL:SOUTH:RID3282"
"LS-001348","LITTLE FOX LN","7863","WWL:SOUTH:LIT7863"
"LS-001786","POINT MEADOWS DR","7825","WWL:SOUTH:POI7825"
"LS-002435","W M DAVIS PKWY W","13651","WWL:EAST:WIL13651"
"LS-001872","RICHMOND PARK DR E","3989","WWL:EAST:RIC3989"
"LS-002434","W M DAVIS PKWY","14151","WWL:EAST:WIL14151"
"LS-001001","HALEY RD","10210","WWL:SOUTH:HAL10210"
"LS-001117","HUNTINGTON FOREST BLVD","4212","WWL:SOUTH:HUN4212"
"LS-001203","KORI RD","3747","WWL:SOUTH:KOR3747"
"LS-000350","BEAUCLERC RD","3468","WWL:SOUTH:BEA3468"
"LS-002247","TACITO CREEK DR W","2776","WWL:SOUTH:TAC2776"
"LS-002422","WHISPERING FOREST DR","10300","WWL:SOUTH:WHI10300"
"LS-001367","LOSCO RD","4930","WWL:SOUTH:LOS4930"
"LS-000661","CUMBERLAND FOREST LN","5441","WWL:SOUTH:CUM5441"
"LS-000611","COLUMBIA PARK DR","6469","WWL:SOUTH:COL6469"
"LS-000990","GREENLAND RD","4831","WWL:SOUTH:GRE4831"
"LS-001276","LAWSON RD","10410","WWL:EAST:LAW10410"
"LS-001373","LUANA DR E","2045","WWL:EAST:LUA2045"
"LS-001369","LOST PINE DR","10747","WWL:EAST:LOS10747"
"LS-001948","SAM HARDWICK BLVD","2710","WWL:EAST:SAM2710"
"LS-000205","ATLANTIC BLVD","9380","WWL:EAST:ATL9380"
"LS-001397","MANGROVE AVE","2962","WWL:EAST:MAN2962"
"LS-000153","ATLANTIC BLVD","10065","WWL:EAST:ATL10065"
"LS-001856","REGENT BLVD","3852","WWL:EAST:REG3850"
"LS-001115","HUFFMAN BLVD","3092","WWL:EAST:HUF3092"
"LS-004166","ISLAND POINT DR","1000","WWL:NORTH:ISL1000"
"LS-001846","RAY GREENE DR","1820","WWL:NORTH:RAY1820"
"LS-000486","BROWARD RD","2518","WWL:NORTH:BRO2518"
"LS-001358","LONGWOOD KEY DR E","11610","WWL:NORTH:LON11610"
"LS-002312","TURTLE CREEK DR N","1219","WWL:NORTH:TUR1219"
"LS-001027","HARTS RD","11305","WWL:NORTH:HAR11305"
"LS-001035","HAWKINS COVE DR W","1731","WWL:EAST:HAW1731"
"LS-001931","RUSH CREEK DR W","1757","WWL:EAST:RUS1757"
"LS-001768","PINE ISLAND DR","14094","WWL:EAST:PIN14094"
"LS-001714","PHILIPS HWY","3910","WWL:EAST:PHI3910"
"LS-000676","DAMASCUS RD N","5101","WWL:EAST:DAM5101"
"LS-000927","GALILEE RD","3312","WWL:EAST:GAL3312"
"LS-000230","BARNES RD","4437","WWL:EAST:BAR4437"
"LS-000246","BAY ST E","834","WWL:NORTH:BAY834"
"LS-000907","FOXBORO RD","5102","WWL:NORTH:FOX5102"
"LS-000001","1ST ST","12770","WWL:NORTH:1ST12770"
"LS-001491","MOOSE RD","12629","WWL:NORTH:MOO12629"
"LS-001265","LANIER RD","13333","WWL:NORTH:LAN13333-1"
"LS-001441","MENLO AVE","1410","WWL:NORTH:MEN1410"
"LS-000388","BISCAYNE BLVD","11717","WWL:NORTH:BIS11717"
"LS-002031","SECRETARIAT LN W","11381","WWL:NORTH:SEC11381"
"LS-001857","RENNE DR W","11452","WWL:NORTH:REN11452"
"LS-002458","WINGATE RD","11127","WWL:NORTH:WIN11127"
"LS-001275","LAURINA ST","331","WWL:EAST:LAU331"
"LS-001185","KERNAN BLVD S","3431","WWL:EAST:KER3431"
"LS-002242","SUTTON LAKES BLVD","1761","WWL:EAST:SUT1767"
"LS-002431","WILLESDON DR S","11275","WWL:EAST:WIL11275"
"LS-001854","REGENCY SQUARE BLVD N","9525","WWL:EAST:REG9525"
"LS-002005","SAN PABLO RD S","3300","WWL:EAST:SAN3300"
"LS-001609","NOTTINGHAM KNOLL DR","1648","WWL:EAST:NOT1648"
"LS-002350","UNIVERSITY BLVD S","3830","WWL:EAST:UNI3830"
"LS-002040","SHAMROCK AVE S","330","WWL:NORTH:SHA330"
"LS-000766","DUVAL RD","13898","WWL:NORTH:DUV13898"
"LS-002421","WHIRLAWAY CIR S","1014","WWL:NORTH:WHI1014"
"LS-001340","LEONNIE RD","3975","WWL:NORTH:LEO3975"
"LS-000014","5TH ST W","5233","WWL:WEST:WES5233"
"LS-001687","PARKVIEW DR","638","WWL:WEST:PAR638"
"LS-001274","LAURA ST N","1023","WWL:NORTH:LAU1023"
"LS-000899","FORSHEE DR","7973","WWL:WEST:FOR7973"
"LS-001922","ROTHBURY DR","2138","WWL:WEST:ROT2138"
"LS-001039","HEARTHSIDE CT","944","WWL:WEST:HEA944"
"LS-000597","COLD CREEK BLVD","2656","WWL:WEST:COL2656"
"LS-001059","HERSCHEL ST","3806","WWL:WEST:HER3806"
"LS-002467","WOODMERE ST","4211","WWL:WEST:WOO4211"
"LS-002216","SUDBURY AVE","3737","WWL:WEST:SUD3737"
"LS-001659","OVERLAND PARK BLVD W","7422","WWL:WEST:OVE7422"
"LS-000462","BRIDGECREEK DR","9022","WWL:WEST:BRI9022"
"LS-000074","AFTON LN","125","WWL:STJOHNS:AFT125"
"LS-001371","LOTUS LN S","900","WWL:STJOHNS:LOT900"
"LS-001690","PAWNEE PL","1124","WWL:STJOHNS:PAW1124"
"LS-001605","NORTH RIDE CIR W","11551","WWL:SOUTH:NOR11551"
"LS-000067","ACOSTA RD","11933","WWL:SOUTH:ACO11933"
"LS-000870","FERBER RD","4147","WWL:EAST:FER4147"
"LS-001056","HERMITAGE RD E","3815","WWL:EAST:HER3815"
"LS-000920","FT CAROLINE RD","6554","WWL:EAST:FTC6554"
"LS-000484","BROWARD RD","1001","WWL:NORTH:BRO1001"
"LS-000518","CAREY AVE","2004","WWL:NORTH:CAR2004"
"LS-001606","NORTH SHORE DR","7668","WWL:NORTH:NOR7668"
"LS-000004","30TH ST W","1999","WWL:NORTH:30T1999"
"LS-000978","GRANVILLE RD","1058","WWL:WEST:GRA1058"
"LS-000081","ALACHUA AVE","7039","WWL:WEST:ALA7039"
"LS-001780","PLUM ST","3113","WWL:WEST:PLU3113"
"LS-000517","CARDER ST","5219","WWL:WEST:CAR5219"
"LS-001159","JOEANDY RD N","12791","WWL:EAST:JOE12791"
"LS-001109","HOVINGTON CIR W","2123","WWL:EAST:HOV2123"
"LS-000637","COVINGTON CREEK DR","13651","WWL:EAST:COV13651"
"LS-001279","LEATHERLEAF DR","196","WWL:EAST:LEA196"
"LS-001667","PACEMAKER DR","13288","WWL:EAST:PAC13288"
"LS-000491","EVERGREEN AVE","5301","WWL:NORTH:EVE5301"
"LS-002200","STEPP AVE","5115","WWL:SOUTH:STE5115"
"LS-000852","EXECUTIVE PARK CT","4808","WWL:SOUTH:EXE4808"
"LS-000260","BAYMEADOWS WAY","7160","WWL:SOUTH:BAY7160"
"LS-001657","OSPREY LN","8671","WWL:SOUTH:OSP8671"
"LS-000071","ADELE RD","2844","WWL:SOUTH:ADE2844"
"LS-002103","A C SKINNER PKWY","8500","WWL:SOUTH:ACS8500"
"LS-002232","SUNBEAM RD","4130","WWL:SOUTH:SUN4130"
"LS-000263","BAYOU BLUFF DR","9733","WWL:SOUTH:BAY9733"
"LS-001131","INDIAN WALK RD","10468","WWL:SOUTH:IND10468"
"LS-000434","BLUE PACIFIC CT","10837","WWL:SOUTH:BLU10837"
"LS-001461","MILL SPRINGS DR","9411","WWL:SOUTH:MIL9411"
"LS-001394","MANDARIN RIDGE LN","11328","WWL:SOUTH:MAN11328"
"LS-001631","OLD KINGS RD S","9391","WWL:SOUTH:OLD9391"
"LS-001007","HAMPSHIRE GLEN DR S","8681","WWL:SOUTH:HAM8681"
"LS-001851","REEDY BRANCH DR","8614","WWL:SOUTH:REE8614"
"LS-001011","HAMPTON LANDING DR E","9151","WWL:SOUTH:HAM9151"
"LS-001173","KEATON LAKE DR","5624","WWL:SOUTH:KEA5624"
"LS-000971","GRAN BAY PKWY","12870","WWL:STJOHNS:GRA12870"
"LS-000452","BRADLEY RD","10182","WWL:EAST:BRA10182"
"LS-000540","CENTRAL PKWY","11550","WWL:EAST:CEN11550"
"LS-000097","ALUMNI WAY","11009","WWL:SOUTH:ALU11009"
"LS-001172","JUPITER CT S","9827","WWL:EAST:JUP9764"
"LS-000282","BEACH BLVD","11260","WWL:SOUTH:BEA11260"
"LS-000425","BLOSSOM RIDGE DR","11301","WWL:NORTH:BLO11301"
"LS-002240","SUNKEN MEADOW CT","11560","WWL:NORTH:SUN11560"
"LS-000716","DENISE DR","310","WWL:NORTH:DEN310"
"LS-000783","PULASKI RD","1192","WWL:NORTH:PUL1192"
"LS-001901","ROBERT SCOTT DR S","5104","WWL:EAST:ROB5104"
"LS-000173","ATLANTIC BLVD","4110","WWL:EAST:ATL4110"
"LS-001536","NEW BERLIN RD","3401","WWL:NORTH:NEW3401"
"LS-002197","STARRATT RD","900","WWL:NORTH:STA900"
"LS-000534","CAVALIER RD","7041","WWL:NORTH:CAV7041"
"LS-001137","IRVING SCOTT DR","7305","WWL:NORTH:IRV7305"
"LS-002061","SIBBALD RD","9344","WWL:NORTH:SIB9344"
"LS-001799","PORTSMOUTH AVE","4508","WWL:NORTH:POR4508"
"LS-000358","BEAVER ST W","2028","WWL:NORTH:BEA2028"
"LS-001423","MCMILLAN ST","2304","WWL:NORTH:MCM2304"
"LS-000070","ADELAIDE DR","9374","WWL:WEST:ADE9374"
"LS-001216","LAKE GRAY BLVD","6130","WWL:WEST:LAK6130"
"LS-001278","LEAH CREEK DR","4676","WWL:SOUTH:LEA4676"
"LS-002425","WHITE FEATHER DR","12474","WWL:EAST:WHI12474"
"LS-001697","PECAN PARK RD","606","WWL:NORTH:PEC606"
"LS-000091","ALTA DR","11524","WWL:NORTH:ALT11524"
"LS-000392","BISHOP ESTATES RD","1920","WWL:STJOHNS:BIS1920"
"LS-001881","RIDGEVIEW AVE","6950","WWL:WEST:RID6950"
"LS-001926","ROXIE ST","1309","WWL:EAST:ROX1309"
"LS-001828","RABBIT RIDGE RD","10277","WWL:NORTH:RAB10277"
"LS-000138","ARMSDALE RD","3194","WWL:NORTH:ARM3194"
"LS-001878","RICKER RD","7500","WWL:WEST:RIC7500"
"LS-001193","KILKELLY LN S","8138","WWL:WEST:KIL8138"
"LS-000603","COLLINS RD","5540","WWL:WEST:COL5540"
"LS-000607","COLLINS RD","5291","WWL:WEST:COL5291"
"LS-000608","COLLINS RD","5291","WWL:WEST:COL5291-2"
"LS-000602","COLLINS RD","5096","WWL:WEST:COL5096"
"LS-000601","COLLINS RD","4580","WWL:WEST:COL4580"
"LS-000422","BLANDING BLVD","8151","WWL:WEST:BLA8151-1"
"LS-002299","TOWNSEND RD","6210","WWL:WEST:TOW6210"
"LS-002301","TOWNSEND RD","6756","WWL:WEST:TOW6756"
"LS-000769","DUVAL RD","14695","WWL:NORTH:DUV14695"
"LS-002318","TYSON LAKE DR","2235","WWL:WEST:TYS2235"
"LS-001648","ORTEGA BLUFF LN","5349","WWL:WEST:ORT5349"
"LS-001649","ORTEGA BLUFF PKWY","7799","WWL:WEST:ORT7799"
"LS-000469","BRISTOL BAY LN N","5565","WWL:WEST:BRI5565"
"LS-001416","MARTIN LAKES DR N","11405","WWL:WEST:MAR11405"
"LS-000998","GUARDIAN DR","1578","WWL:WEST:GUA1578"
"LS-001129","INDIAN CREEK BLVD","3421","WWL:STJOHNS:IND3421"
"LS-000576","CIMARRONE BLVD","2537","WWL:STJOHNS:CIM2537"
"LS-000695","DEEDER LN","12133","WWL:SOUTH:DEE12133"
"LS-000640","COUNTY RD 210","3150","WWL:STJOHNS:COU3428"
"LS-000391","BISHOP ESTATES RD","3366","WWL:STJOHNS:BIS3366"
"LS-001228","LANCASHIRE DR","8869","WWL:NORTH:LAN8869"
"LS-001643","OLD ST AUGUSTINE RD","12905","WWL:SOUTH:STA12905"
"LS-001831","RACETRACK RD","3880","WWL:STJOHNS:RAC3880"
"LS-002019","SAWTOOTH OAK CT","10901","WWL:NORTH:SAW10901"
"LS-001359","LONICERA LOOP","4064","WWL:STJOHNS:LON4064"
"LS-002473","YELLOW BLUFF RD","12150","WWL:NORTH:YEL12150"
"LS-002071","SKYLARK DR","10900","WWL:SOUTH:SKY10900"
"LS-002457","WINDY WAY E","1904","WWL:STJOHNS:WIN1904"
"LS-000393","BISHOP ESTATES RD","3460","WWL:STJOHNS:BIS3460"
"LS-002020","SAXON LAKE DR","13745","WWL:EAST:SAX13745"
"LS-000888","FLORA BRANCH BLVD","677-1","WWL:STJOHNS:FLO677"
"LS-001871","RICHFIELD BLVD","12507","WWL:NORTH:RIC12507"
"LS-001699","PEPPERVINE AVE","852","WWL:STJOHNS:PEP852"
"LS-002220","SUEMAC RD","1029","WWL:WEST:SUE1029"
"LS-001215","LAKE GARDENS DR","12551","WWL:SOUTH:LAK12551-1"
"LS-000954","GLENN HOLLOW DR","12293","WWL:NORTH:GLE12293"
"LS-001473","MISTY WATER DR N","12090","WWL:EAST:MIS12090"
"LS-001814","PEREMETER INDUSTRIAL PKWY E","4301","WWL:WEST:PER4301"
"LS-002306","TRANQUILITY CREEK DR","14695","WWL:NORTH:TRA14695"
"LS-000692","DAYLIGHT TRL","12520","WWL:NORTH:DAY12520"
"LS-002371","VICTORIA LAKES DR N","3534","WWL:NORTH:VIC3534"
"LS-002378","WAGES WAY E","12512","WWL:NORTH:WAG12512"
"LS-001533","NEW BERLIN RD","1490","WWL:NORTH:NEW1490"
"LS-002224","SUMMER BREEZE DR N","581","WWL:NORTH:SUM581"
"LS-001189","KERNAN FOREST BLVD","12591","WWL:EAST:KER12591"
"LS-001637","OLD MIDDLEBURG RD","6712","WWL:WEST:OLD6712"
"LS-001147","JAMMES RD","6034","WWL:WEST:JAM6034"
"LS-002199","STEAMBOAT SPRINGS DR E","4403","WWL:WEST:STE4403"
"LS-001472","MISTY MEADOWS CT N","8017","WWL:WEST:MIS8017"
"LS-000509","CANDLEBARK DR","801","WWL:EAST:CAN801"
"LS-000496","BURNT MILL RD","11201","WWL:SOUTH:BUR11201"
"LS-001036","HAWKS CLIFF CT","7402","WWL:WEST:HAW7402"
"LS-002051","SHILOH MILL BLVD","4695","WWL:SOUTH:SHI4695"
"LS-002373","VIDA LN","7094","WWL:WEST:VID7094"
"LS-000727","DIRECTORS RD","4500","WWL:WEST:DIR4500"
"LS-000109","APPLE BLOSSOM TRL E","10922","WWL:NORTH:APP10922"
"LS-000259","BAYMEADOWS RD E","8036","WWL:SOUTH:BAY8036"
"LS-000047","118TH ST","5823","WWL:WEST:1185823"
"LS-000898","FORESTDALE RD","11221","WWL:NORTH:FOR11221"
