ENABLED,FAC_OWNER,FAC_STATE,PIPE_CLASS,PIPE_MATERIAL,PIPE_MATERIAL_ABV,LINING_MATERIAL,MEASURED_LENGTH,PLACED_BY,MODIFIED_BY,DATE_PLACED,DATE_MODIFIED,DATE_INSTALLED,DATE_BURSTED,DATE_LINED,DATA_SOURCE,SUBTYPE,DS_PIPE_INVERT_ELEVATION,US_PIPE_INVERT_ELEVATION,SLOPE,HYPERLINK_PRIMARY,DATE_CCTV,PACP_SCORE,DATE_CLEANED,CMMS_ASSET_ID,RELATED_PLANT,CAPITAL_PROJECT_NUMBER,REHAB_HYPERLINK,WBID_NUMBER,WBID_NAME,FACILITY_STATE_NOTES,HYPERLINK_SECONDARY,HYPERLINK_MAINTENANCE,CLEANING_METHOD,CCTV_HYPERLINK,FORCE_MAIN_RUN,FM_MANIFOLD_SYS,GLOBALID,MANUFACTURER,CALC_LENGTH,AVAIL_NUM,PIPE_SIZE,CF_AS_BUILT,CF_MATERIAL,CF_DATE_INSTALLED,CF_LINING_MATERIAL,CF_SIZE,CF_DS_ELEVATION,CF_SLOPE,CF_US_ELEVATION,LINING_MANUFACTURER,DS_GRADE_ELEVATION_INVERT,ORIENTATION,US_GRADE_ELEVATION_INVERT,EQUIPMENT_ID,EQUIPMENT_ID_DESCRIPTION,EQUIPMENT_CONTAINER,RECEIVING_STATION,UPSTREAM_MANHOLE,DOWNSTREAM_MANHOLE,GIS_OID,SHAPE_Length
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,233,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,21.02,21.95,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2130,PLUMMER CREEK,NA,NA,NA,NA,NA,NA,NA,{F1972EF9-D30A-4E2E-A5BB-BCA47797B304},Unknown,234.11362817,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.76,UG,27.63,NA,NA,NA,NA,NA,NA,1538079,234.11362817375357
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,313,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,19.77,21.02,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{9016CDB8-178E-449F-9542-C2E57AB5CE4C},Unknown,311.64373534,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.67,UG,25.076,NA,NA,NA,NA,NA,NA,1538080,311.6437353410322
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,248,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,16.44,17.44,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{D0025D23-E533-4F9C-BF33-4A395D3B3E46},Unknown,249.92781499,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.39,UG,26.64,NA,NA,NA,NA,NA,NA,1538081,249.92781499374397
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,43,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,17.5,17.85,0.81,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{1B0A4A09-B487-4B20-8717-36C1D3A7916C},Unknown,44.52715027,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.64,UG,26.67,NA,NA,NA,NA,NA,NA,1538082,44.52715027483575
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,375,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,17.89,19.25,0.36,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{6A866B43-405B-4945-AD94-42DF16466007},Unknown,373.06972473,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.67,UG,27.19,NA,NA,NA,NA,NA,NA,1538083,373.06972473324504
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,161,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,19.38,20.08,0.44,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{15B92A95-711D-4DA2-A5C8-C9529C05FC1C},Unknown,163.25709416,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,27.19,UG,27.7,NA,NA,NA,NA,NA,NA,1538084,163.25709415958104
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,264,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,18.6,20.58,0.75,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{C213E03C-F9CE-487D-991D-5C3871356A60},Unknown,264.48022171,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.39,UG,26.84,NA,NA,NA,NA,NA,NA,1538085,264.48022170660926
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,93,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,20.66,21.04,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2130,PLUMMER CREEK,NA,NA,NA,NA,NA,NA,NA,{5C62A4E1-FD78-4884-AB35-FE93795A27F9},Unknown,96.34997699,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.84,UG,26.6,NA,NA,NA,NA,NA,NA,1538086,96.34997699179173
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,98,gamaaw,gamaaw,2022-12-21T00:00:00Z,2023-12-12T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,19.39,19.97,0.59,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{57010503-94D3-4D3A-940E-6DA3C28D2365},Unknown,84.52908791,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,27.19,UG,25.19,NA,NA,NA,NA,NA,NA,1538087,84.52908791463005
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,165,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,18.53,19.22,0.42,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{6AC66CB4-210A-48EF-A902-67D2A7DD85DE},Unknown,164.53918098,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.64,UG,25.55,NA,NA,NA,NA,NA,NA,1538088,164.539180981627
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,326,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,15.17,16.36,0.36,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{96709396-1901-4690-AA8D-238A2DCF5EF9},Unknown,323.65797486,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.06,UG,26.39,NA,NA,NA,NA,NA,NA,1538089,323.6579748557636
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,349,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,13.76,15.12,0.39,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{4E9E1718-B764-49F6-8C51-F532F2879858},Unknown,350.07040851,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.73,UG,26.06,NA,NA,NA,NA,NA,NA,1538090,350.07040850856424
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,199,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,19.68,20.61,0.47,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{77620CCB-A349-4692-9286-DCB483115B1B},Unknown,201.10255245,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.73,UG,26.61,NA,NA,NA,NA,NA,NA,1538091,201.102552447045
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,267,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,20.28,21.36,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2130,PLUMMER CREEK,NA,NA,NA,NA,NA,NA,NA,{B6211553-927A-4587-85F8-55AD7EF5E52B},Unknown,271.23205865,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.66,UG,26.49,NA,NA,NA,NA,NA,NA,1538092,271.23205865435796
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,270,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,19.19,20.2,0.37,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2130,PLUMMER CREEK,NA,NA,NA,NA,NA,NA,NA,{21C42DB6-AD41-4521-B97E-87D22BDDB161},Unknown,275.70944992,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.3,UG,25.66,NA,NA,NA,NA,NA,NA,1538093,275.7094499156998
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,400,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,17.85,19.15,0.36,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{45C56508-F3C4-4EE7-9BDF-05B38473EEFC},Unknown,398.67060819,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.6,UG,26.3,NA,NA,NA,NA,NA,NA,1538094,398.67060818527125
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,104,gamaaw,gamaaw,2022-12-21T00:00:00Z,2022-12-21T00:00:00Z,2022-05-01T00:00:00Z,NA,NA,86586-619,1,17.32,17.73,0.37,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{456C3EB2-FBED-4EA8-9D78-950504027529},Unknown,104.8910523,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,26.08,UG,26.6,NA,NA,NA,NA,NA,NA,1538095,104.89105230092663
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,89,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,16.92,17.26,0.38,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{A457B91F-BB59-48A3-B7AA-077D9BA9AC6A},Unknown,90.80671773,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.1,UG,26.08,NA,NA,NA,NA,NA,NA,1538096,90.80671773004589
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,127,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,16.37,16.88,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{C876285F-92C3-4825-A79D-C5AFC657938E},Unknown,127.57939424,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.43,UG,25.1,NA,NA,NA,NA,NA,NA,1538097,127.57939423865938
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,126,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,13.37,13.88,0.36,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{489A15E5-3B52-4504-B88F-8A6CE6ABDBDC},Unknown,126.65805025,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.51,UG,25.73,NA,NA,NA,NA,NA,NA,1538098,126.65805024927484
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,249,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,12.33,13.34,0.46,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{03FA4207-434D-4380-9895-73AB392D11F7},Unknown,247.84534678,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.43,UG,25.51,NA,NA,NA,NA,NA,NA,1538099,247.84534677590221
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,249,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,17.46,18.47,0.4,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{AC688019-DCB4-4B06-9015-DFA78F0133F2},Unknown,249.89027471,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.43,UG,25.51,NA,NA,NA,NA,NA,NA,1538100,249.89027471390133
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,390,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,10.74,12.37,0.42,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{C2C539BB-2745-4E59-B8E8-D058943E7BE5},Unknown,390.37898236,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,25.43,UG,23.92,NA,NA,NA,NA,NA,NA,1538101,390.378982360538
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,154,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,12.4,12.95,0.36,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{D9F72E22-DB9B-4D2F-9E9F-38DEAC7D15FD},Unknown,159.64081307,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,23.92,UG,23.32,NA,NA,NA,NA,NA,NA,1538102,159.64081306818184
1,JEA,INS,SDR26 / PR160,PVC,PVC,Unknown,126,gamaaw,NA,2022-12-21T00:00:00Z,NA,2022-05-01T00:00:00Z,NA,NA,86586-619,1,10.21,10.69,0.38,G:\Services\Shared\STANDARD\AsBuilts\WaterSewer\86000_86999\86586-619.pdf,NA,NA,NA,NA,WW-005,-999,NA,2142,UNNAMED SLOUGH,NA,NA,NA,NA,NA,NA,NA,{2857AFBC-D37D-4B2A-92FE-1505630886A0},Unknown,123.6494523,2020-2433,8,NA,As Built,As Built,Not Provided,As Built,As Built,As Built,As Built,Not Provided,24.15,UG,25.43,NA,NA,NA,NA,NA,NA,1538103,123.6494523047705
